app,time,tot_time
tv.pluto.android,3306,0
com.gamma.scan,3735,0
org.telegram.messenger.web,3331,0
com.whatsapp,3618,0
com.instagram.android,3450,0
com.facebook.orca,3606,0
com.zzkko,3598,0
com.disney.disneyplus,3402,0
com.snapchat.android,3374,0
com.facebook.lite,3456,0
com.ubercab,3373,0
com.mcdonalds.mobileapp,3351,0
com.netflix.mediaclient,3482,0
com.discord,3428,0
com.duolingo,3352,0
com.ebay.mobile,3455,0
com.outfit7.talkingnewsfree,3351,0
com.pinterest,3396,0
tv.twitch.android.app,3474,0
kjv.bible.kingjamesbible,3463,0
com.tinder,3334,0
com.expedia.bookings,3361,0
com.indeed.android.jobsearch,3299,0
com.contextlogic.wish,3350,0
com.alibaba.intl.android.apps.poseidon,3680,0
com.meditation.deepsleep.relax,3350,0
me.lyft.android,3351,0
com.yahoo.mobile.client.android.mail,3383,0
com.linkedin.android,3402,0
com.yahoo.mobile.client.android.finance,3432,0
tv.pluto.android,3376,0
com.gamma.scan,3257,0
org.telegram.messenger.web,3549,0
com.whatsapp,3470,0
com.instagram.android,3725,0
com.facebook.orca,3654,0
com.zzkko,3730,0
com.disney.disneyplus,3305,0
com.snapchat.android,3381,0
com.facebook.lite,3374,0
com.ubercab,3455,0
com.mcdonalds.mobileapp,3318,0
com.netflix.mediaclient,3298,0
com.discord,3399,0
com.duolingo,3341,0
com.ebay.mobile,3441,0
com.outfit7.talkingnewsfree,3457,0
com.pinterest,3363,0
tv.twitch.android.app,3396,0
kjv.bible.kingjamesbible,3352,0
com.tinder,3406,0
com.expedia.bookings,3401,0
com.indeed.android.jobsearch,3431,0
com.contextlogic.wish,3369,0
com.alibaba.intl.android.apps.poseidon,3518,0
com.meditation.deepsleep.relax,3439,0
me.lyft.android,3292,0
com.yahoo.mobile.client.android.mail,3609,0
com.linkedin.android,3457,0
com.yahoo.mobile.client.android.finance,3402,0
tv.pluto.android,3366,0
com.gamma.scan,3275,0
org.telegram.messenger.web,3378,0
com.whatsapp,3729,0
com.instagram.android,3493,0
com.facebook.orca,3746,0
com.zzkko,3378,0
com.disney.disneyplus,3353,0
com.snapchat.android,3347,0
com.facebook.lite,3546,0
com.ubercab,3594,0
com.mcdonalds.mobileapp,3305,0
com.netflix.mediaclient,3346,0
com.discord,3710,0
com.duolingo,3346,0
com.ebay.mobile,3413,0
com.outfit7.talkingnewsfree,3396,0
com.pinterest,3344,0
tv.twitch.android.app,3313,0
kjv.bible.kingjamesbible,3749,0
com.tinder,3362,0
com.expedia.bookings,3599,0
com.indeed.android.jobsearch,3325,0
com.contextlogic.wish,3360,0
com.alibaba.intl.android.apps.poseidon,3432,0
com.meditation.deepsleep.relax,3537,0
me.lyft.android,3361,0
com.yahoo.mobile.client.android.mail,3377,0
com.linkedin.android,3368,0
com.yahoo.mobile.client.android.finance,3375,0
tv.pluto.android,3336,0
com.gamma.scan,3392,0
org.telegram.messenger.web,3332,0
com.whatsapp,3431,0
com.instagram.android,3515,0
com.facebook.orca,3643,0
com.zzkko,3398,0
com.disney.disneyplus,3306,0
com.snapchat.android,3356,0
com.facebook.lite,3432,0
com.ubercab,3326,0
com.mcdonalds.mobileapp,3283,0
com.netflix.mediaclient,3597,0
com.discord,3376,0
com.duolingo,3628,0
com.ebay.mobile,3408,0
com.outfit7.talkingnewsfree,3317,0
com.pinterest,3336,0
tv.twitch.android.app,3504,0
kjv.bible.kingjamesbible,3396,0
com.tinder,3489,0
com.expedia.bookings,3395,0
com.indeed.android.jobsearch,3534,0
com.contextlogic.wish,3363,0
com.alibaba.intl.android.apps.poseidon,3447,0
com.meditation.deepsleep.relax,3393,0
me.lyft.android,3367,0
com.yahoo.mobile.client.android.mail,3383,0
com.linkedin.android,3480,0
com.yahoo.mobile.client.android.finance,3407,0
tv.pluto.android,3320,0
com.gamma.scan,3448,0
org.telegram.messenger.web,3362,0
com.whatsapp,3480,0
com.instagram.android,3634,0
com.facebook.orca,3697,0
com.zzkko,3795,0
com.disney.disneyplus,3368,0
com.snapchat.android,3383,0
com.facebook.lite,3500,0
com.ubercab,3502,0
com.mcdonalds.mobileapp,4023,0
com.netflix.mediaclient,3374,0
com.discord,3284,0
com.duolingo,3386,0
com.ebay.mobile,3666,0
com.outfit7.talkingnewsfree,3321,0
com.pinterest,3405,0
tv.twitch.android.app,3334,0
kjv.bible.kingjamesbible,3362,0
com.tinder,3546,0
com.expedia.bookings,3366,0
com.indeed.android.jobsearch,3316,0
com.contextlogic.wish,3467,0
com.alibaba.intl.android.apps.poseidon,3461,0
com.meditation.deepsleep.relax,3403,0
me.lyft.android,3353,0
com.yahoo.mobile.client.android.mail,3395,0
com.linkedin.android,3501,0
com.yahoo.mobile.client.android.finance,3412,0
tv.pluto.android,3305,0
com.gamma.scan,3318,0
org.telegram.messenger.web,3468,0
com.whatsapp,3512,0
com.instagram.android,3499,0
com.facebook.orca,3613,0
com.zzkko,3408,0
com.disney.disneyplus,3446,0
com.snapchat.android,3341,0
com.facebook.lite,3324,0
com.ubercab,3476,0
com.mcdonalds.mobileapp,3332,0
com.netflix.mediaclient,3334,0
com.discord,3571,0
com.duolingo,3441,0
com.ebay.mobile,3470,0
com.outfit7.talkingnewsfree,3578,0
com.pinterest,3349,0
tv.twitch.android.app,3314,0
kjv.bible.kingjamesbible,3527,0
com.tinder,3845,0
com.expedia.bookings,3443,0
com.indeed.android.jobsearch,3315,0
com.contextlogic.wish,3376,0
com.alibaba.intl.android.apps.poseidon,3765,0
com.meditation.deepsleep.relax,3403,0
me.lyft.android,3280,0
com.yahoo.mobile.client.android.mail,3399,0
com.linkedin.android,3346,0
com.yahoo.mobile.client.android.finance,3525,0
tv.pluto.android,3309,0
com.gamma.scan,3266,0
org.telegram.messenger.web,3463,0
com.whatsapp,3474,0
com.instagram.android,3431,0
com.facebook.orca,3657,0
com.zzkko,3751,0
com.disney.disneyplus,3380,0
com.snapchat.android,3393,0
com.facebook.lite,3369,0
com.ubercab,3471,0
com.mcdonalds.mobileapp,3365,0
com.netflix.mediaclient,3605,0
com.discord,3391,0
com.duolingo,3330,0
com.ebay.mobile,3397,0
com.outfit7.talkingnewsfree,3496,0
com.pinterest,3329,0
tv.twitch.android.app,3406,0
kjv.bible.kingjamesbible,3599,0
com.tinder,3346,0
com.expedia.bookings,3399,0
com.indeed.android.jobsearch,3466,0
com.contextlogic.wish,3414,0
com.alibaba.intl.android.apps.poseidon,3550,0
com.meditation.deepsleep.relax,3415,0
me.lyft.android,3277,0
com.yahoo.mobile.client.android.mail,3376,0
com.linkedin.android,3495,0
com.yahoo.mobile.client.android.finance,3330,0
tv.pluto.android,3351,0
com.gamma.scan,3345,0
org.telegram.messenger.web,3362,0
com.whatsapp,3602,0
com.instagram.android,3463,0
com.facebook.orca,3646,0
com.zzkko,3390,0
com.disney.disneyplus,3336,0
com.snapchat.android,3460,0
com.facebook.lite,3315,0
com.ubercab,3409,0
com.mcdonalds.mobileapp,3359,0
com.netflix.mediaclient,3340,0
com.discord,3448,0
com.duolingo,3465,0
com.ebay.mobile,3395,0
com.outfit7.talkingnewsfree,3717,0
com.pinterest,3343,0
tv.twitch.android.app,3321,0
kjv.bible.kingjamesbible,3430,0
com.tinder,3465,0
com.expedia.bookings,3412,0
com.indeed.android.jobsearch,3266,0
com.contextlogic.wish,3458,0
com.alibaba.intl.android.apps.poseidon,3456,0
com.meditation.deepsleep.relax,3349,0
me.lyft.android,3427,0
com.yahoo.mobile.client.android.mail,3402,0
com.linkedin.android,3578,0
com.yahoo.mobile.client.android.finance,3433,0
tv.pluto.android,3331,0
com.gamma.scan,3272,0
org.telegram.messenger.web,3523,0
com.whatsapp,3474,0
com.instagram.android,3428,0
com.facebook.orca,3632,0
com.zzkko,3371,0
com.disney.disneyplus,3524,0
com.snapchat.android,3690,0
com.facebook.lite,3297,0
com.ubercab,3375,0
com.mcdonalds.mobileapp,3336,0
com.netflix.mediaclient,3431,0
com.discord,3331,0
com.duolingo,3371,0
com.ebay.mobile,3506,0
com.outfit7.talkingnewsfree,3354,0
com.pinterest,3412,0
tv.twitch.android.app,3692,0
kjv.bible.kingjamesbible,3368,0
com.tinder,3454,0
com.expedia.bookings,3360,0
com.indeed.android.jobsearch,3294,0
com.contextlogic.wish,3333,0
com.alibaba.intl.android.apps.poseidon,3484,0
com.meditation.deepsleep.relax,3501,0
me.lyft.android,3379,0
com.yahoo.mobile.client.android.mail,3415,0
com.linkedin.android,3338,0
com.yahoo.mobile.client.android.finance,3461,0
tv.pluto.android,3305,0
com.gamma.scan,3564,0
org.telegram.messenger.web,3338,0
com.whatsapp,3487,0
com.instagram.android,3425,0
com.facebook.orca,3764,0
com.zzkko,3349,0
com.disney.disneyplus,3294,0
com.snapchat.android,3454,0
com.facebook.lite,3315,0
com.ubercab,3365,0
com.mcdonalds.mobileapp,3511,0
com.netflix.mediaclient,3335,0
com.discord,3323,0
com.duolingo,3486,0
com.ebay.mobile,3432,0
com.outfit7.talkingnewsfree,3353,0
com.pinterest,3982,0
tv.twitch.android.app,4001,0
kjv.bible.kingjamesbible,3503,0
com.tinder,3335,0
com.expedia.bookings,3388,0
com.indeed.android.jobsearch,3356,0
com.contextlogic.wish,3412,0
com.alibaba.intl.android.apps.poseidon,3445,0
com.meditation.deepsleep.relax,3417,0
me.lyft.android,3320,0
com.yahoo.mobile.client.android.mail,3425,0
com.linkedin.android,3497,0
com.yahoo.mobile.client.android.finance,3454,0
tv.pluto.android,3750,0
com.gamma.scan,3336,0
org.telegram.messenger.web,3410,0
com.whatsapp,3462,0
com.instagram.android,3432,0
com.facebook.orca,3894,0
com.zzkko,3487,0
com.disney.disneyplus,3311,0
com.snapchat.android,3349,0
com.facebook.lite,3393,0
com.ubercab,4015,0
com.mcdonalds.mobileapp,3346,0
com.netflix.mediaclient,3383,0
com.discord,3287,0
com.duolingo,3520,0
com.ebay.mobile,3426,0
com.outfit7.talkingnewsfree,3619,0
com.pinterest,3423,0
tv.twitch.android.app,3336,0
kjv.bible.kingjamesbible,3422,0
com.tinder,3362,0
com.expedia.bookings,3435,0
com.indeed.android.jobsearch,3354,0
com.contextlogic.wish,3395,0
com.alibaba.intl.android.apps.poseidon,3795,0
com.meditation.deepsleep.relax,3392,0
me.lyft.android,3325,0
com.yahoo.mobile.client.android.mail,3398,0
com.linkedin.android,3374,0
com.yahoo.mobile.client.android.finance,3389,0
tv.pluto.android,3290,0
com.gamma.scan,3564,0
org.telegram.messenger.web,3363,0
com.whatsapp,3467,0
com.instagram.android,3436,0
com.facebook.orca,3638,0
com.zzkko,3394,0
com.disney.disneyplus,3542,0
com.snapchat.android,3596,0
com.facebook.lite,3345,0
com.ubercab,3374,0
com.mcdonalds.mobileapp,3410,0
com.netflix.mediaclient,3654,0
com.discord,3421,0
com.duolingo,3428,0
com.ebay.mobile,3459,0
com.outfit7.talkingnewsfree,3378,0
com.pinterest,3633,0
tv.twitch.android.app,3403,0
kjv.bible.kingjamesbible,3494,0
com.tinder,3342,0
com.expedia.bookings,3385,0
com.indeed.android.jobsearch,3537,0
com.contextlogic.wish,3363,0
com.alibaba.intl.android.apps.poseidon,3419,0
com.meditation.deepsleep.relax,3488,0
me.lyft.android,3329,0
com.yahoo.mobile.client.android.mail,3375,0
com.linkedin.android,3447,0
com.yahoo.mobile.client.android.finance,3422,0
tv.pluto.android,3292,0
com.gamma.scan,3278,0
org.telegram.messenger.web,3374,0
com.whatsapp,3763,0
com.instagram.android,3461,0
com.facebook.orca,3641,0
com.zzkko,3452,0
com.disney.disneyplus,3357,0
com.snapchat.android,3356,0
com.facebook.lite,3663,0
com.ubercab,3724,0
com.mcdonalds.mobileapp,3383,0
com.netflix.mediaclient,3398,0
com.discord,3327,0
com.duolingo,3428,0
com.ebay.mobile,3390,0
com.outfit7.talkingnewsfree,3314,0
com.pinterest,3360,0
tv.twitch.android.app,3345,0
kjv.bible.kingjamesbible,3391,0
com.tinder,3507,0
com.expedia.bookings,3378,0
com.indeed.android.jobsearch,3483,0
com.contextlogic.wish,3439,0
com.alibaba.intl.android.apps.poseidon,3492,0
com.meditation.deepsleep.relax,3395,0
me.lyft.android,3428,0
com.yahoo.mobile.client.android.mail,3423,0
com.linkedin.android,3334,0
com.yahoo.mobile.client.android.finance,3457,0
tv.pluto.android,3328,0
com.gamma.scan,3287,0
org.telegram.messenger.web,3757,0
com.whatsapp,3481,0
com.instagram.android,3625,0
com.facebook.orca,3636,0
com.zzkko,3381,0
com.disney.disneyplus,3379,0
com.snapchat.android,3749,0
com.facebook.lite,3345,0
com.ubercab,3378,0
com.mcdonalds.mobileapp,3388,0
com.netflix.mediaclient,3360,0
com.discord,3468,0
com.duolingo,3348,0
com.ebay.mobile,3699,0
com.outfit7.talkingnewsfree,3341,0
com.pinterest,3326,0
tv.twitch.android.app,3755,0
kjv.bible.kingjamesbible,3454,0
com.tinder,3407,0
com.expedia.bookings,3435,0
com.indeed.android.jobsearch,3341,0
com.contextlogic.wish,3325,0
com.alibaba.intl.android.apps.poseidon,3507,0
com.meditation.deepsleep.relax,3468,0
me.lyft.android,3306,0
com.yahoo.mobile.client.android.mail,3367,0
com.linkedin.android,3350,0
com.yahoo.mobile.client.android.finance,3444,0
tv.pluto.android,3344,0
com.gamma.scan,3273,0
org.telegram.messenger.web,3414,0
com.whatsapp,3455,0
com.instagram.android,3458,0
com.facebook.orca,3732,0
com.zzkko,3381,0
com.disney.disneyplus,3409,0
com.snapchat.android,3327,0
com.facebook.lite,3355,0
com.ubercab,3424,0
com.mcdonalds.mobileapp,3296,0
com.netflix.mediaclient,3343,0
com.discord,3425,0
com.duolingo,3424,0
com.ebay.mobile,3494,0
com.outfit7.talkingnewsfree,3366,0
com.pinterest,3381,0
tv.twitch.android.app,3321,0
kjv.bible.kingjamesbible,3447,0
com.tinder,3357,0
com.expedia.bookings,3389,0
com.indeed.android.jobsearch,3497,0
com.contextlogic.wish,3496,0
com.alibaba.intl.android.apps.poseidon,3522,0
com.meditation.deepsleep.relax,3476,0
me.lyft.android,3266,0
com.yahoo.mobile.client.android.mail,3406,0
com.linkedin.android,3414,0
com.yahoo.mobile.client.android.finance,3376,0
tv.pluto.android,3288,0
com.gamma.scan,3281,0
org.telegram.messenger.web,3363,0
com.whatsapp,3595,0
com.instagram.android,3442,0
com.facebook.orca,3659,0
com.zzkko,3649,0
com.disney.disneyplus,3305,0
com.snapchat.android,3316,0
com.facebook.lite,3392,0
com.ubercab,3565,0
com.mcdonalds.mobileapp,3323,0
com.netflix.mediaclient,3394,0
com.discord,3338,0
com.duolingo,3347,0
com.ebay.mobile,3446,0
com.outfit7.talkingnewsfree,3341,0
com.pinterest,3453,0
tv.twitch.android.app,3441,0
kjv.bible.kingjamesbible,3412,0
com.tinder,3338,0
com.expedia.bookings,3489,0
com.indeed.android.jobsearch,3298,0
com.contextlogic.wish,3424,0
com.alibaba.intl.android.apps.poseidon,3495,0
com.meditation.deepsleep.relax,3336,0
me.lyft.android,3311,0
com.yahoo.mobile.client.android.mail,3413,0
com.linkedin.android,3440,0
com.yahoo.mobile.client.android.finance,3547,0
tv.pluto.android,3332,0
com.gamma.scan,3322,0
org.telegram.messenger.web,3373,0
com.whatsapp,3449,0
com.instagram.android,3698,0
com.facebook.orca,3843,0
com.zzkko,3374,0
com.disney.disneyplus,3327,0
com.snapchat.android,3426,0
com.facebook.lite,3466,0
com.ubercab,3627,0
com.mcdonalds.mobileapp,3305,0
com.netflix.mediaclient,3314,0
com.discord,3332,0
com.duolingo,3404,0
com.ebay.mobile,3421,0
com.outfit7.talkingnewsfree,3432,0
com.pinterest,3310,0
tv.twitch.android.app,3359,0
kjv.bible.kingjamesbible,3593,0
com.tinder,3340,0
com.expedia.bookings,3673,0
com.indeed.android.jobsearch,3305,0
com.contextlogic.wish,3359,0
com.alibaba.intl.android.apps.poseidon,3474,0
com.meditation.deepsleep.relax,3477,0
me.lyft.android,3626,0
com.yahoo.mobile.client.android.mail,3447,0
com.linkedin.android,3378,0
com.yahoo.mobile.client.android.finance,3410,0
tv.pluto.android,3394,0
com.gamma.scan,3280,0
org.telegram.messenger.web,3383,0
com.whatsapp,3524,0
com.instagram.android,3449,0
com.facebook.orca,3709,0
com.zzkko,3404,0
com.disney.disneyplus,3389,0
com.snapchat.android,3918,0
com.facebook.lite,3347,0
com.ubercab,3344,0
com.mcdonalds.mobileapp,3457,0
com.netflix.mediaclient,3419,0
com.discord,3269,0
com.duolingo,3629,0
com.ebay.mobile,3455,0
com.outfit7.talkingnewsfree,3334,0
com.pinterest,3441,0
tv.twitch.android.app,3327,0
kjv.bible.kingjamesbible,3442,0
com.tinder,3351,0
com.expedia.bookings,3363,0
com.indeed.android.jobsearch,3509,0
com.contextlogic.wish,3371,0
com.alibaba.intl.android.apps.poseidon,3463,0
com.meditation.deepsleep.relax,3365,0
me.lyft.android,3313,0
com.yahoo.mobile.client.android.mail,3360,0
com.linkedin.android,3686,0
com.yahoo.mobile.client.android.finance,3373,0
tv.pluto.android,3331,0
com.gamma.scan,3427,0
org.telegram.messenger.web,3375,0
com.whatsapp,3486,0
com.instagram.android,3504,0
com.facebook.orca,3871,0
com.zzkko,3479,0
com.disney.disneyplus,3344,0
com.snapchat.android,3364,0
com.facebook.lite,3361,0
com.ubercab,3365,0
com.mcdonalds.mobileapp,3360,0
com.netflix.mediaclient,3420,0
com.discord,3305,0
com.duolingo,3451,0
com.ebay.mobile,3531,0
com.outfit7.talkingnewsfree,3338,0
com.pinterest,3338,0
tv.twitch.android.app,3407,0
kjv.bible.kingjamesbible,3393,0
com.tinder,3376,0
com.expedia.bookings,3491,0
com.indeed.android.jobsearch,3296,0
com.contextlogic.wish,3358,0
com.alibaba.intl.android.apps.poseidon,3518,0
com.meditation.deepsleep.relax,3377,0
me.lyft.android,3282,0
com.yahoo.mobile.client.android.mail,3608,0
com.linkedin.android,3591,0
com.yahoo.mobile.client.android.finance,3584,0
tv.pluto.android,3328,0
com.gamma.scan,3292,0
org.telegram.messenger.web,3627,0
com.whatsapp,3483,0
com.instagram.android,3443,0
com.facebook.orca,3904,0
com.zzkko,3395,0
com.disney.disneyplus,3644,0
com.snapchat.android,3377,0
com.facebook.lite,3514,0
com.ubercab,3382,0
com.mcdonalds.mobileapp,3389,0
com.netflix.mediaclient,3332,0
com.discord,3368,0
com.duolingo,3351,0
com.ebay.mobile,3390,0
com.outfit7.talkingnewsfree,3406,0
com.pinterest,3360,0
tv.twitch.android.app,3325,0
kjv.bible.kingjamesbible,3611,0
com.tinder,3371,0
com.expedia.bookings,3456,0
com.indeed.android.jobsearch,3345,0
com.contextlogic.wish,3379,0
com.alibaba.intl.android.apps.poseidon,3648,0
com.meditation.deepsleep.relax,3384,0
me.lyft.android,3341,0
com.yahoo.mobile.client.android.mail,3435,0
com.linkedin.android,3389,0
com.yahoo.mobile.client.android.finance,3399,0
tv.pluto.android,3397,0
com.gamma.scan,3365,0
org.telegram.messenger.web,3600,0
com.whatsapp,3462,0
com.instagram.android,3481,0
com.facebook.orca,3742,0
com.zzkko,3846,0
com.disney.disneyplus,3383,0
com.snapchat.android,3402,0
com.facebook.lite,3338,0
com.ubercab,3607,0
com.mcdonalds.mobileapp,3456,0
com.netflix.mediaclient,3326,0
com.discord,3382,0
com.duolingo,3353,0
com.ebay.mobile,3429,0
com.outfit7.talkingnewsfree,3507,0
com.pinterest,3373,0
tv.twitch.android.app,3382,0
kjv.bible.kingjamesbible,3410,0
com.tinder,3357,0
com.expedia.bookings,3385,0
com.indeed.android.jobsearch,3352,0
com.contextlogic.wish,3373,0
com.alibaba.intl.android.apps.poseidon,3416,0
com.meditation.deepsleep.relax,3420,0
me.lyft.android,3317,0
com.yahoo.mobile.client.android.mail,3384,0
com.linkedin.android,3436,0
com.yahoo.mobile.client.android.finance,3439,0
tv.pluto.android,3329,0
com.gamma.scan,3677,0
org.telegram.messenger.web,3374,0
com.whatsapp,3504,0
com.instagram.android,3478,0
com.facebook.orca,3835,0
com.zzkko,3447,0
com.disney.disneyplus,3352,0
com.snapchat.android,3340,0
com.facebook.lite,3440,0
com.ubercab,3581,0
com.mcdonalds.mobileapp,3343,0
com.netflix.mediaclient,3388,0
com.discord,3311,0
com.duolingo,3406,0
com.ebay.mobile,3472,0
com.outfit7.talkingnewsfree,3405,0
com.pinterest,3380,0
tv.twitch.android.app,3331,0
kjv.bible.kingjamesbible,3419,0
com.tinder,3420,0
com.expedia.bookings,3635,0
com.indeed.android.jobsearch,3384,0
com.contextlogic.wish,3315,0
com.alibaba.intl.android.apps.poseidon,3442,0
com.meditation.deepsleep.relax,3406,0
me.lyft.android,3298,0
com.yahoo.mobile.client.android.mail,3356,0
com.linkedin.android,3376,0
com.yahoo.mobile.client.android.finance,3487,0
tv.pluto.android,3683,0
com.gamma.scan,3299,0
org.telegram.messenger.web,3419,0
com.whatsapp,3506,0
com.instagram.android,3472,0
com.facebook.orca,3622,0
com.zzkko,3450,0
com.disney.disneyplus,3326,0
com.snapchat.android,3370,0
com.facebook.lite,3533,0
com.ubercab,3818,0
com.mcdonalds.mobileapp,3410,0
com.netflix.mediaclient,3366,0
com.discord,3297,0
com.duolingo,3540,0
com.ebay.mobile,3515,0
com.outfit7.talkingnewsfree,3365,0
com.pinterest,3371,0
tv.twitch.android.app,3328,0
kjv.bible.kingjamesbible,3571,0
com.tinder,3339,0
com.expedia.bookings,3349,0
com.indeed.android.jobsearch,3381,0
com.contextlogic.wish,3414,0
com.alibaba.intl.android.apps.poseidon,3458,0
com.meditation.deepsleep.relax,3460,0
me.lyft.android,3526,0
com.yahoo.mobile.client.android.mail,3371,0
com.linkedin.android,3373,0
com.yahoo.mobile.client.android.finance,3403,0
tv.pluto.android,3690,0
com.gamma.scan,3310,0
org.telegram.messenger.web,3621,0
com.whatsapp,3529,0
com.instagram.android,3590,0
com.facebook.orca,3626,0
com.zzkko,3345,0
com.disney.disneyplus,3694,0
com.snapchat.android,3406,0
com.facebook.lite,3359,0
com.ubercab,3361,0
com.mcdonalds.mobileapp,3304,0
com.netflix.mediaclient,3477,0
com.discord,3345,0
com.duolingo,3422,0
com.ebay.mobile,3528,0
com.outfit7.talkingnewsfree,3311,0
com.pinterest,3340,0
tv.twitch.android.app,3451,0
kjv.bible.kingjamesbible,3404,0
com.tinder,3326,0
com.expedia.bookings,3492,0
com.indeed.android.jobsearch,3296,0
com.contextlogic.wish,3419,0
com.alibaba.intl.android.apps.poseidon,3605,0
com.meditation.deepsleep.relax,3341,0
me.lyft.android,3390,0
com.yahoo.mobile.client.android.mail,3400,0
com.linkedin.android,3397,0
com.yahoo.mobile.client.android.finance,3520,0
tv.pluto.android,3389,0
com.gamma.scan,3307,0
org.telegram.messenger.web,3353,0
com.whatsapp,3476,0
com.instagram.android,3429,0
com.facebook.orca,3635,0
com.zzkko,3373,0
com.disney.disneyplus,3435,0
com.snapchat.android,3344,0
com.facebook.lite,3422,0
com.ubercab,3510,0
com.mcdonalds.mobileapp,3292,0
com.netflix.mediaclient,3351,0
com.discord,3382,0
com.duolingo,3364,0
com.ebay.mobile,3634,0
com.outfit7.talkingnewsfree,3460,0
com.pinterest,3311,0
tv.twitch.android.app,3311,0
kjv.bible.kingjamesbible,3430,0
com.tinder,3334,0
com.expedia.bookings,3374,0
com.indeed.android.jobsearch,3377,0
com.contextlogic.wish,3525,0
com.alibaba.intl.android.apps.poseidon,3441,0
com.meditation.deepsleep.relax,3379,0
me.lyft.android,3305,0
com.yahoo.mobile.client.android.mail,3406,0
com.linkedin.android,3959,0
com.yahoo.mobile.client.android.finance,3380,0
